variable,label,group,n_near,n_far,near_mean,far_mean,far_std,effect_raw,effect_z,ci95_z,pearson_r_cld_dist
dk2_sco2,Δvar($\mathcal{l}′$) SCO$_2$ (obs-ref),grassland,18792,48614,0.029507094994187355,0.006327254697680473,0.6247434020042419,0.02317984029650688,0.037102977353812044,0.019295667741263022,-0.01305310363907176
dk2_sco2,Δvar($\mathcal{l}′$) SCO$_2$ (obs-ref),cropland,10706,33170,0.014835587702691555,0.022548198699951172,0.6283290982246399,-0.007712610997259617,-0.01227479519737634,0.02431803457165426,0.02365789618409669
dk2_sco2,Δvar($\mathcal{l}′$) SCO$_2$ (obs-ref),barren,23384,150866,0.013988741673529148,-0.002230176003649831,0.6503802537918091,0.016218917444348335,0.0249375920467907,0.017446167376692814,-0.00819384293331001
dk2_sco2,Δvar($\mathcal{l}′$) SCO$_2$ (obs-ref),urban,560,5279,0.07810629159212112,-0.044358596205711365,1.346002221107483,0.12246488779783249,0.09098416471933388,0.05869851812292619,-0.07551828698104122
dk2_sco2,Δvar($\mathcal{l}′$) SCO$_2$ (obs-ref),snow_ice,411,46,,,,,,,
dexp_o2a,Δexp-int O$_2$A (obs-ref),ocean,1323704,150088,-0.004777288995683193,0.0024637544993311167,0.019290290772914886,-0.007241043262183666,-0.375372426855829,0.0053445076130369095,0.12898834411181073
dexp_o2a,Δexp-int O$_2$A (obs-ref),forest,4508,7339,-0.004511914681643248,-0.0033150515519082546,0.014567033387720585,-0.001196863129734993,-0.0821624484463597,0.09314043528409813,0.01423687960042981
dexp_o2a,Δexp-int O$_2$A (obs-ref),savanna,9446,17503,-0.0020040562376379967,-0.0019968899432569742,0.014649083837866783,-7.166294381022453e-06,-0.000489197444723343,0.05691176268175118,0.008757712986980038
dexp_o2a,Δexp-int O$_2$A (obs-ref),shrubland,9296,18548,-0.004843418952077627,-0.0012730055022984743,0.020557701587677002,-0.003570413449779153,-0.17367765722990075,0.03697296515884268,0.03533276913073304
dexp_o2a,Δexp-int O$_2$A (obs-ref),grassland,18792,48614,-0.0026962978299707174,-0.0014265289064496756,0.017346201464533806,-0.0012697689235210419,-0.07320155517144329,0.03348071689099722,0.04871533728502363
dexp_o2a,Δexp-int O$_2$A (obs-ref),cropland,10706,33170,0.0035366048105061054,0.00046454850235022604,0.01635877601802349,0.003072056220844388,0.18779254740450696,0.038897921287334394,-0.038631659334992643
dexp_o2a,Δexp-int O$_2$A (obs-ref),barren,23384,150866,0.0010889029363170266,0.0014936215011402965,0.020583178848028183,-0.00040471856482326984,-0.01966258797105292,0.02996213653261252,0.024601179461915677
dexp_o2a,Δexp-int O$_2$A (obs-ref),urban,560,5279,0.0033928160555660725,0.003525977721437812,0.027533527463674545,-0.0001331616658717394,-0.004836346016594563,0.15533178504865733,0.3283195124591734
dexp_o2a,Δexp-int O$_2$A (obs-ref),snow_ice,411,46,,,,,,,
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),ocean,1323704,150088,-0.005107463803142309,0.0024980143643915653,0.019778959453105927,-0.0076054781675338745,-0.38452367454242253,0.005349805650051682,0.1312756513614604
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),forest,4508,7339,-0.01854921132326126,-0.009371058084070683,0.019670424982905388,-0.009178153239190578,-0.46659659093115,0.05793919326481309,0.08960630546342976
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),savanna,9446,17503,-0.004470208194106817,-0.002385425614193082,0.017492113634943962,-0.0020847825799137354,-0.11918414340442937,0.04097233548808983,0.0381311433058113
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),shrubland,9296,18548,-0.008401559665799141,-0.0019714240916073322,0.028023995459079742,-0.006430135574191809,-0.22945106394914336,0.035562280861331286,0.03304259706249048
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),grassland,18792,48614,-0.009376978501677513,-0.0020568110048770905,0.02512550540268421,-0.007320167496800423,-0.29134408958071717,0.028625005170821324,0.05990450278563076
